id,title,series,author,,genre,date_published,publisher,,,review_count,rating_count,rate
7037,Empress,,Shan Sa,,"Historical,Historical Fiction,Cultural,China,Fiction,Historical,Cultural,Asia,Literature,Asian Literature,Cultural,Womens,Novels",May 2nd 2006,"Harper

            ,",,,456,"5,879",3.69
7038,"Hidden (House of Night, #10)","
        (House of Night #10)
","P.C. Cast,Kristin Cast",,"Young Adult,Paranormal,Vampires,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Supernatural,Fiction,Romance,Paranormal Romance,Fantasy,Urban Fantasy",October 16th 2012,"St. Martin's Griffin

            ,",,,"2,186","52,481",3.99
7039,The Savage,,"David Almond,Dave McKean",,"Sequential Art,Graphic Novels,Young Adult,Fantasy,Fiction,Sequential Art,Comics,Young Adult,Teen,Childrens,Graphic Novels Comics,Death",October 14th 2008,Candlewick Press,,,265,"1,301",3.76
7040,Doc,"
        (Doc Holliday #1)
",Mary Doria Russell,,"Historical,Historical Fiction,Fiction,Westerns,Historical,Audiobook,Literature,19th Century,North American Hi...,American History,Adult,Adult Fiction",May 3rd 2011,Random House,,,"2,617","16,329",3.96
7041,Spooner,,Pete Dexter,,"Fiction,Novels,Adult Fiction,Humor,Contemporary,Literary Fiction,Realistic Fiction,Book Club,Literature,American",October 25th 2010,"Grand Central Publishing

            ,",,,384,"2,261",3.68
7042,The Wonder,,Emma Donoghue,,"Historical,Historical Fiction,Fiction,Mystery,Historical,Cultural,Ireland,Audiobook,Adult,Adult Fiction,Religion",September 20th 2016,"Little, Brown and Company",,,"8,424","74,148",3.62
7043,"Lost Lake (Lost Lake, #1)","
        (Lost Lake #1)
",Sarah Addison Allen,,"Fiction,Magical Realism,Fantasy,Romance,Womens Fiction,Chick Lit,Contemporary,Adult,Adult Fiction,American,Southern",January 21st 2014,St. Martin’s Press,,,"4,708","33,308",3.87
7044,"Die Wellenläufer (Wellenläufer-Trilogie, #1)","
        (Wellenläufer-Trilogie #1)
",Kai Meyer,,"Fantasy,Young Adult,Adventure,Pirates,European Literature,German Literature,Adventure,Fiction,Historical,Historical Fiction,Young Adult,Young Adult Fantasy,Childrens",June 1st 2003,Loewe,,,120,"2,737",3.95
7045,Galore,,Michael Crummey,,"Fiction,Historical,Historical Fiction,Cultural,Canada,Magical Realism,Fantasy,Historical,Literature,Canadian Literature,Novels,Adult Fiction",August 11th 2009,Doubleday Canada,,,781,"5,074",3.74
7046,Pointe,,Brandy Colbert,,"Young Adult,Contemporary,Mystery,Fiction,Realistic Fiction,Romance,Health,Mental Health,Young Adult,Young Adult Contemporary,Thriller,Mystery Thriller",April 10th 2014,Penguin,,,853,"4,574",3.76
7047,"England, My England (Hooligan #2)","
        (Hooligan Series #2)
","Dougie Brimson,Eddy Brimson",,,December 7th 2011,Category C Publishing,,,0,64,3.52
7048,"Whoogles: Can a Dog Make a Woman Pregnant - And Hundreds of Other Searches That Make You Ask ""Who Would Google That?""",,"Kendall Almerico,Tess Hottenroth",,Nonfiction,November 14th 2010,"Adams Media

            ,",,,47,182,2.87
7049,Hello from the Gillespies,,Monica McInerney,,"Fiction,Womens Fiction,Chick Lit,Cultural,Australia,Contemporary,Holiday,Christmas,Family,Audiobook,Womens Fiction,Relationships",November 4th 2014,"NAL Trade

            ,",,,849,"5,539",3.84
7050,Shortcomings,"
        (Optic Nerve #9-11)
",Adrian Tomine,,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fiction,Graphic Novels Comics,Sequential Art,Comix,Adult,Contemporary,Comics,Comic Book,Race",April 28th 2009,"Drawn and Quarterly

            ,",,,"1,128","12,997",3.64
7051,Ru,,"Kim Thúy,Marianne Tufvesson",,"Fiction,Cultural,Canada,Historical,Historical Fiction,Cultural,Asia,Cultural,France,Contemporary,Literary Fiction,Historical,Literature,Canadian Literature",Mar-12,"Sekwa

            ,",,,"1,653","15,366",3.79
7052,"Skulduggery Pleasant #1-5 (Skulduggery Pleasant, #1-5)","
        (Skulduggery Pleasant #1-5)
",Derek Landy,,"Fantasy,Young Adult,Fiction,Mystery,Love,Adventure",2011,Zatpix,,,46,"1,043",4.74
7053,"Leven Thumps and the Ruins of Alder (Leven Thumps, #5)","
        (Leven Thumps #5)
",Obert Skye,,"Fantasy,Young Adult,Fiction,Fantasy,Magic,Childrens,Middle Grade,Adventure,Young Adult,Young Adult Fantasy,Childrens,Childrens,Young Readers",September 29th 2009,"Shadow Mountain

            ,",,,270,"9,353",4.09
7054,The American Spirit: Who We Are and What We Stand For,,David McCullough,,"History,Nonfiction,Politics,North American Hi...,American History,Writing,Essays,Audiobook,Philosophy,Literature,American,Historical",April 18th 2017,Simon  Schuster,,,903,"5,165",4.23
7055,Counternarratives,,John  Keene,,"Short Stories,Fiction,Historical,Historical Fiction,Contemporary,Literature,Literary Fiction,LGBT,Queer,Cultural,African American,Literature,21st Century",May 5th 2015,New Directions,,,83,486,4.19
7056,Parallax,,Sinéad Morrissey,,"Poetry,Cultural,Ireland",October 1st 2013,"Carcanet Press Ltd.

            ,",,,18,149,3.83
7057,"Hazel (Ivy, #2)","
        (Ivy #2)
",Julie Hearn,,"Historical,Historical Fiction,Historical,Young Adult,Young Adult,Teen,European Literature,British Literature,Literature,20th Century,Novels,Historical,Edwardian,Romance",October 5th 2010,"Atheneum Books for Young Readers

            ,",,,56,375,3.15
7058,Astrophysics for People in a Hurry,,Neil deGrasse Tyson,,"Science,Nonfiction,Audiobook,Science,Physics,Space,Science,Astronomy,History,Science,Popular Science,Adult",May 2nd 2017,W. W. Norton  Company,,,"13,035","138,962",4.07
7059,The Murder Bag,"
        (Max Wolfe #1)
",Tony Parsons,,"Mystery,Crime,Mystery,Thriller,Fiction,European Literature,British Literature,Thriller,Mystery Thriller,Audiobook,Mystery,Detective,Contemporary",January 1st 2015,"Arrow

            ,",,,648,"6,173",3.82
7060,Postwar: A History of Europe Since 1945,,Tony Judt,,"History,Nonfiction,History,European History,Politics,War,History,World History,Audiobook,Historical,War,World War II",September 5th 2006,"Penguin Books

            ,",,,810,"10,442",4.36
7061,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)","
        (To All the Boys I've Loved Before #3)
",Jenny Han,,"Young Adult,Romance,Contemporary,Fiction,Audiobook,Young Adult,Young Adult Contemporary,Womens Fiction,Chick Lit,Realistic Fiction,Young Adult,Young Adult Romance",May 2nd 2017,Simon  Schuster Books for Young Readers,,,"19,362","190,203",4.06
7062,"Hero: Rescue Mission (Hero, #3)","
        (Hero #3)
",Jennifer Li Shotz,,"Animals,Fiction",October 31st 2017,HarperCollins,,,22,162,4.57
7063,This Is How It Always Is,,Laurie Frankel,,"Fiction,LGBT,Contemporary,Audiobook,Adult,Book Club,Family,Adult Fiction,Literary Fiction",January 24th 2017,"Flatiron Books

            ,",,,"13,948","142,305",4.25
7064,The Unsettlers: In Search of the Good Life in Today's America,,Mark Sundeen,,"Nonfiction,Food and Drink,Food,Environment,Environment,Nature,Sociology,Economics,History,Philosophy,Cultural",January 10th 2017,Riverhead Books,,,188,"1,458",3.77
7065,"Nightwalker (Stormwalker, #4)","
        (Stormwalker #4)
",Allyson James,,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Fantasy,Dragons,Fantasy,Fantasy,Magic,Paranormal,Vampires,Paranormal,Shapeshifters",September 23rd 2012,JA / AG Publishing,,,170,"2,265",4.07
7066,In the Footsteps of the Prophet: Lessons from the Life of Muhammad,,Tariq Ramadan,,"Religion,Islam,Religion,Nonfiction,History,Biography,Spirituality,Religion,Theology,Philosophy,Religion,Faith",February 1st 2007,"Oxford University Press, USA",,,253,"4,022",4.44
7067,David Jason: The Autobiography,,David  Jason,,"Biography,Autobiography,Biography,Nonfiction,Humor,Audiobook",October 14th 2013,"Arrow

            ,",,,210,"2,436",4.26
7068,The Noodle Maker of Kalimpong: The Untold Story of My Struggle for Tibet,,Gyalo Thondup,,"Nonfiction,History,Cultural,Asia,Cultural,China,Biography,Cultural,India,Religion,Buddhism,Autobiography,Memoir",June 8th 2016,"Vintage Books

            ,",,,43,342,3.85
7069,Stay With Me,,Kira  Hawke,,"Romance,M M Romance,Contemporary,LGBT,Short Stories,Dark,Young Adult,Mystery,Crime,Mystery,Fiction",October 18th 2014,Smashwords,,,69,195,3.71
7070,"Τα χαϊμαλιά του έρωτα και των αρμάτων: Αργώ ή πλους αεροστάτου, Ζεμφύρα ή το μυστικόν της Πασιφάης, Βεατρίκη ή ο έρωτας του Buffalo Bill",,"Andreas Embirikos,Ανδρέας Εμπειρίκος,Γιώργης Γιατρομανωλάκης",,,Dec-12,Άγρα,,,0,24,4.21
7071,"An Absolutely Remarkable Thing (The Carls, #1)","
        (The Carls #1)
",Hank Green,,"Science Fiction,Fiction,Young Adult,Contemporary,Audiobook,LGBT,Adult,Fantasy,Mystery",September 25th 2018,Dutton,,,"13,477","83,073",4.03
7072,Nomadland: Surviving America in the Twenty-First Century,,Jessica Bruder,,"Nonfiction,Travel,Sociology,Audiobook,Economics,History,Autobiography,Memoir,Politics,Social Issues",September 4th 2018,"W. W. Norton  Company

            ,",,,"4,197","32,182",4.05
7073,Vernon Subutex 1,"
        (Vernon Subutex #1)
",Virginie Despentes,,"Fiction,Cultural,France,Roman,Contemporary,European Literature,French Literature,Novels,Music,Feminism,Literary Fiction",January 7th 2015,Grasset,,,867,"9,869",3.89
7074,The Dovekeepers,,Alice Hoffman,,"Historical,Historical Fiction,Fiction,Historical,Magical Realism,Book Club,Literature,Jewish,Adult Fiction,Adult,Cultural,Israel",October 4th 2011,Simon and Schuster,,,"8,293","71,512",4.05
7075,Pax (Pax #1),"
        (Pax #1)
","Sara Pennypacker,Jon Klassen",,"Childrens,Middle Grade,Fiction,Animals,Childrens,Young Adult,War,Adventure,Realistic Fiction,Audiobook",February 2nd 2016,Balzer + Bray,,,"5,716","49,444",3.88
7076,Providence (Providence #1-12),"
        (Providence #1-12)
","Alan Moore,Jacen Burrows,Thomas Davier",,"Sequential Art,Comics,Sequential Art,Graphic Novels,Horror,Sequential Art,Comix",August 16th 2018,"Panini

            ,",,,29,200,4.09
7077,Backlund: From All-American Boy to Professional Wrestling's World Champion,,"Bob Backlund,Robert H. Miller,Roddy Piper",,"Biography,Sports,Sports",September 15th 2015,"Sports Publishing

            ,",,,25,142,4.25
7078,After the Workshop,,John McNally,,"Fiction,Language,Writing,Contemporary,Humor,Novels,Writing,Books About Books,Literary Fiction",February 16th 2010,"Counterpoint

            ,",,,82,307,3.75
7079,The Death of Vishnu,"
        (The Hindu Gods #1)
",Manil Suri,,"Fiction,Cultural,India,Asian Literature,Indian Literature,Cultural,Asia,Literary Fiction,Novels,Historical,Historical Fiction,Literature,Contemporary",January 1st 2002,"Harper Perennial

            ,",,,610,"8,816",3.62
7080,Permanent Record,,Edward Snowden,,"Nonfiction,Biography,Politics,Autobiography,Memoir,History,Science,Technology,Audiobook,Biography,Autobiography,Biography Memoir",September 18th 2019,"Macmillan

            ,",,,"4,048","41,710",4.28
7081,19 Varieties of Gazelle: Poems of the Middle East,,Naomi Shihab Nye,,"Poetry,Young Adult,Cultural,War,Religion,Anthologies,Childrens,Middle Grade,Female Authors,Academic,School",April 1st 2002,"Greenwillow Books

            ,",,,188,"1,299",4.05
7082,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)","
        (The Mortal Instruments #1-3)
",Cassandra Clare,,"Fantasy,Young Adult,Fantasy,Paranormal,Fantasy,Urban Fantasy,Romance,Paranormal,Vampires,Fiction,Paranormal,Angels,Fantasy,Supernatural",October 27th 2009,Margaret K. McElderry Books,,,"1,084","66,578",4.56
7083,Waltz With Bashir: A Lebanon War Story,,"Ari Folman,David Polonsky",,"Sequential Art,Graphic Novels,Sequential Art,Comics,Nonfiction,History,War,Cultural,Israel,Graphic Novels Comics,Autobiography,Memoir,Cultural,Lebanon",February 17th 2009,"Metropolitan Books

            ,",,,216,"2,099",3.94
7084,Never Have I Ever,,Joshilyn Jackson,,"Fiction,Thriller,Mystery,Thriller,Mystery Thriller,Audiobook,Suspense,Adult,Contemporary,Adult Fiction",July 30th 2019,William Morrow,,,"5,525","39,591",3.76
7085,The Italian Boy: A Tale of Murder and Body Snatching in 1830s London,,Sarah  Wise,,"History,Crime,True Crime,Nonfiction,Mystery,Crime,Historical,European Literature,British Literature,Literature,19th Century,Historical,Victorian,Mystery",2004,Metropolitan Books,,,89,737,3.69
7086,Greetings from Nowhere,,Barbara O'Connor,,"Childrens,Middle Grade,Realistic Fiction,Childrens,Fiction,Childrens,Juvenile,Young Adult,Family,Relationships,Contemporary",March 18th 2008,"Farrar Straus Giroux

            ,",,,254,"1,590",3.89
7087,Bookhunter,,Jason Shiga,,"Sequential Art,Graphic Novels,Sequential Art,Comics,Fiction,Mystery,Writing,Books About Books,Graphic Novels Comics,Humor,Mystery,Crime,Adult",May 1st 2007,Sparkplug Books,,,207,866,3.83
7088,"Draconian Measures (Gaven, #3)","
        (Gaven #3)
",J.C. Owens,,"Romance,M M Romance,Fantasy,Fantasy,Paranormal,Fantasy,Dragons,Romance,M M Romance,M M Fantasy,Fantasy,Magic,Paranormal,Vampires,War,Military Fiction",May 10th 2011,Loose ID,,,106,"1,278",4
7089,Darwin's Radio,"
        (Darwin's Radio #1)
",Greg Bear,,"Science Fiction,Fiction,Thriller,Science Fiction Fantasy,Biology,Evolution,Speculative Fiction,Audiobook,Fantasy,Science,Biology",2008,"Colo Recorded Books

            ,",,,819,"16,340",3.74
7090,"Last of the Wilds (Age of the Five, #2)","
        (Age of the Five #2)
",Trudi Canavan,,"Fantasy,Fiction,Fantasy,High Fantasy,Fantasy,Magic,Young Adult,Fantasy,Epic Fantasy,Romance,Science Fiction Fantasy,Mythology,Gods",2007,"Orbit

            ,",,,235,"13,090",4.04
7091,Just the Sexiest Man Alive,,Julie James,,"Romance,Romance,Contemporary Romance,Contemporary,Womens Fiction,Chick Lit,Adult,Humor,Fiction,New Adult,Audiobook",October 1st 2008,Berkley Sensation,,,"2,211","44,159",3.92
7092,"Everfound (Skinjacker, #3)","
        (Skinjacker #3)
",Neal Shusterman,,"Fantasy,Young Adult,Fantasy,Paranormal,Fiction,Fantasy,Supernatural,Paranormal,Ghosts,Adventure,Science Fiction,Romance",May 3rd 2011,Simon & Schuster Children's Publishing,,,796,"10,058",4.3
7093,The Last Nude,,Ellis Avery,,"Historical,Historical Fiction,Fiction,LGBT,Art,Historical,LGBT,Queer,LGBT,Lesbian,Cultural,France,Romance",January 5th 2012,Riverhead,,,382,"24,383",3.86
7094,"Something About You (FBI/US Attorney, #1)","
        (FBI/US Attorney #1)
",Julie James,,"Romance,Romance,Contemporary Romance,Contemporary,Romance,Romantic Suspense,Womens Fiction,Chick Lit,Adult,Suspense,Mystery,Fiction",March 2nd 2010,Berkley Sensation,,,"2,611","59,312",3.94
7095,The Cinderella Pact,,"Sarah Strohmeyer,Katarína Repatá",,"Womens Fiction,Chick Lit,Fiction,Romance,Adult,Contemporary,Humor,Adult Fiction,Fantasy,Fairy Tales,Romance,Contemporary Romance",June 22nd 2006,Dutton Adult,,,674,"11,176",3.73
7096,"Blood Noir (Anita Blake, Vampire Hunter #16)","
        (Anita Blake, Vampire Hunter #16)
",Laurell K. Hamilton,,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Romance,Romance,Paranormal Romance,Fiction,Horror,Shapeshifters,Werewolves",June 1st 2008,"Berkley Books

            ,",,,"1,053","41,599",3.85
7097,Hood Rat (Hood Rat #1),"
        (Hood Rat #1)
",K'wan,,"Urban,Fiction",October 31st 2006,"Macmillan

            ,",,,108,"3,316",4.41
7098,"Torn (The Missing, #4)","
        (The Missing #4)
",Margaret Peterson Haddix,,"Science Fiction,Science Fiction,Time Travel,Historical,Historical Fiction,Young Adult,Fantasy,Childrens,Middle Grade,Fiction,Adventure,Mystery",August 23rd 2011,Simon  Schuster Books for Young Readers,,,444,"8,317",4
7099,Princess Princess Ever After,,Kay O'Neill,,"Sequential Art,Graphic Novels,Fantasy,LGBT,Sequential Art,Comics,Childrens,Middle Grade,LGBT,Queer,Romance,Childrens,Fiction",September 6th 2016,"Oni Press

            ,",,,"2,286","11,480",4.09
7100,"Shadow Walker (Stormwalker, #3)","
        (Stormwalker #3)
",Allyson James,,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Fantasy,Dragons,Fantasy,Magic,Fantasy,Paranormal,Shapeshifters,Paranormal,Witches",June 7th 2011,Berkley Sensation,,,169,"2,831",4.08
7101,The Name on My Wrist,,J.M. Snyder,,"Romance,M M Romance,Romance,Short Stories,War,Military Fiction,Fiction,LGBT,Contemporary,LGBT,Gay,War",2009,JMS Books LLC,,,38,246,3.7
7102,"In the After (In the After, #1)","
        (In the After #1)
",Demitria Lunetta,,"Young Adult,Science Fiction,Dystopia,Science Fiction,Apocalyptic,Post Apocalyptic,Horror,Zombies,Horror,Science Fiction,Aliens,Fiction,Science Fiction,Apocalyptic",June 25th 2013,HarperTeen,,,"1,610","12,439",4.06
7103,The Frozen Hours,,Jeff Shaara,,"Historical,Historical Fiction,Fiction,War,War,Military Fiction,Historical,North American Hi...,American History,Military,Military History,Novels,Literature,20th Century",May 23rd 2017,Ballantine Books,,,399,"3,070",4.38
7104,The Raintree Rebellion,"
        (Secret Under My Skin #2)
",Janet McNaughton,,"Science Fiction,Science Fiction,Dystopia,Young Adult,Fiction",May 1st 2006,HarperTrophy,,,11,190,3.65
7105,What If? Serious Scientific Answers to Absurd Hypothetical Questions,,Randall Munroe,,"Nonfiction,Science,Humor,Audiobook,Science,Physics,Humor,Comedy,Science,Popular Science,Sequential Art,Comics,Adult",September 2nd 2014,Mariner Books,,,"9,367","147,618",4.12
7106,La machine Tchekhov,,"Matei Vişniec,Matéi  Visniec",,,2005,Lansman,,,0,24,4.17
7107,A Dark Dividing,,Sarah Rayne,,"Mystery,Horror,Gothic,Historical,Historical Fiction,Thriller,Fiction,Historical,Thriller,Mystery Thriller,Suspense",August 1st 2005,"Simon  Schuster UK

            ,",,,186,"1,564",3.83
7108,"The Atlantis Complex (Artemis Fowl, #7)","
        (Artemis Fowl #7)
",Eoin Colfer,,"Fantasy,Young Adult,Fiction,Science Fiction,Adventure,Childrens,Middle Grade,Fantasy,Magic,Fantasy,Urban Fantasy,Childrens",August 3rd 2010,"Disney Press

            ,",,,"2,112","54,998",3.98
7109,The Alphabet Sisters,,Monica McInerney,,"Fiction,Womens Fiction,Chick Lit,Contemporary,Cultural,Australia,Family,Romance,Audiobook,Adult Fiction,Adult",May 17th 2005,"Ballantine Books

            ,",,,443,"4,760",3.74
7110,Secrets At Maple Syrup Farm,,Rebecca Raisin,,"Romance,Womens Fiction,Chick Lit,Contemporary,Womens Fiction,Romance,Contemporary Romance,Fiction",July 17th 2015,"Carina

            ,",,,104,792,4.08
7111,Word of Mouse,,"James Patterson,Joe  Sutphin,Chris Grabenstein",,"Childrens,Middle Grade,Fantasy,Animals,Childrens,Fiction,Adventure,Childrens,Juvenile,Humor,Audiobook",December 12th 2016,"Little, Brown and Company

            ,",,,409,"2,348",4.12
7112,The BreakBeat Poets Vol. 4: LatiNext,"
        (BreakBeat Poets)
","Felicia Rose Chavez,José Olivarez,Willie Perdomo",,"Poetry,Anthologies,Race,LGBT,Nonfiction",April 7th 2020,Haymarket Books,,,19,147,4.5
7113,Μυθιστόρημα,,"Giorgos Heimonas,Γιώργος Χειμωνάς",,,2001,Εκδόσεις Καστανιώτη,,,1,18,4.06
7114,My Name Is Lucy Barton,"
        (Amgash #1)
",Elizabeth Strout,,"Fiction,Literary Fiction,Contemporary,Audiobook,Adult Fiction,Family,Novels,Adult,Book Club",January 12th 2016,Random House,,,"13,493","122,770",3.53
7115,The Probable Future,,Alice Hoffman,,"Fiction,Magical Realism,Fantasy,Contemporary,Fantasy,Magic,Adult Fiction,Fantasy,Paranormal,Womens Fiction,Chick Lit,Romance",June 1st 2004,"Ballantine Books

            ,",,,"1,224","14,410",3.84
7116,Capital Punishment (Hooligan #3),"
        (Hooligan Series #3)
","Dougie Brimson,Eddy Brimson",,"Nonfiction,Soccer",December 8th 2011,Category C Publishing,,,3,70,3.57
7117,Does My Head Look Big in This?,,Randa Abdel-Fattah,,"Young Adult,Fiction,Contemporary,Realistic Fiction,Religion,Young Adult,Teen,Religion,Islam,Cultural,Australia,Cultural",May 1st 2007,Orchard Books (NY),,,"1,632","11,112",3.66
7118,The Alphabet,,"Ron Silliman,Rae Armantrout",,,September 4th 2008,"University Alabama Press

            ,",,,8,57,4.49
7119,War Doctor: Surgery on the Front Line,,David Nott,,"Nonfiction,Health,Medicine,Medical,Autobiography,Memoir,Biography,War,Science,Audiobook,Biography,Autobiography",February 21st 2019,Picador,,,746,"7,778",4.56
7120,Cancer Vixen,,Marisa Acocella Marchetto,,"Sequential Art,Graphic Novels,Autobiography,Memoir,Nonfiction,Sequential Art,Comics,Biography,Graphic Novels Comics,Health,Humor,Health,Medicine",September 26th 2006,Knopf Publishing Group,,,213,"1,449",3.73
7121,The Zombie Survival Guide: Complete Protection from the Living Dead,"
        (The Zombie Survival Guide)
","Max Brooks,Max Werner",,"Horror,Horror,Zombies,Fiction,Humor,Science Fiction,Fantasy,Apocalyptic,Post Apocalyptic,Adventure,Survival,Humor,Comedy",September 16th 2003,"Three Rivers Press

            ,",,,"3,946","100,451",3.85
7122,"Afterlife (Evernight, #4)","
        (Evernight #4)
",Claudia Gray,,"Young Adult,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Romance,Paranormal,Ghosts,Romance,Paranormal Romance,Fantasy,Supernatural,Fantasy,Urban Fantasy",March 8th 2011,HarperTeen,,,"1,257","27,486",3.79
7123,"Blood Colony (African Immortals, #3)","
        (African Immortals #3)
",Tananarive Due,,"Fantasy,Horror,Fiction,Cultural,African American,Science Fiction,Fantasy,Supernatural,Fantasy,Urban Fantasy,Paranormal,Vampires,Speculative Fiction",June 3rd 2008,Atria Books,,,111,"1,460",4.13
7124,"The Salmon of Doubt (Dirk Gently, #3)","
        (Dirk Gently #3)
",Douglas Adams,,"Science Fiction,Fiction,Humor,Fantasy,Humor,Comedy,Short Stories,Writing,Essays,Science Fiction Fantasy,Audiobook",April 26th 2005,"Del Rey

            ,",,,"1,053","28,311",3.91
7125,"Sent (The Missing, #2)","
        (The Missing #2)
",Margaret Peterson Haddix,,"Science Fiction,Young Adult,Science Fiction,Time Travel,Historical,Historical Fiction,Fantasy,Fiction,Childrens,Middle Grade,Adventure,Mystery",August 25th 2009,"Simon  Schuster Books for Young Readers

            ,",,,"1,311","16,506",3.95
7126,In the Bleak Midwinter (The Rev. Clare Fergusson & Russ Van Alstyne Mysteries #1),"
        (The Rev. Clare Fergusson & Russ Van Alstyne Mysteries #1)
",Julia Spencer-Fleming,,"Mystery,Fiction,Thriller,Mystery Thriller,Mystery,Crime,Thriller,Audiobook,Romance,Contemporary,Suspense",March 14th 2003,"Minotaur Books

            ,",,,"1,604","14,442",3.9
7127,Vlad,,"Carlos Fuentes,Ethan Shaskan Bumas",,"Horror,Fiction,Paranormal,Vampires,Cultural,Latin American,Mystery,Novella,Fantasy,Supernatural,European Literature,Spanish Literature,Novels",July 18th 2012,"Dalkey Archive Press

            ,",,,267,"1,331",3.31
7128,The Space Between Us,"
        (Between Us #1)
",Thrity Umrigar,,"Fiction,Cultural,India,Historical,Historical Fiction,Cultural,Asia,Book Club,Literary Fiction,Contemporary,Cultural,Adult Fiction",February 6th 2007,"Harper Perennial

            ,",,,"4,201","43,925",4
7129,"Gaven (Gaven, #1)","
        (Gaven #1)
",J.C. Owens,,"Romance,M M Romance,Fantasy,Fantasy,Paranormal,Erotica,BDSM,Romance,Adult Fiction,Erotica,War,Military Fiction,Paranormal,Vampires,M M Romance,M M Fantasy",August 8th 2009,"Loose Id, LLC

            ,",,,167,"2,716",3.72
7130,"Voice of the Gods (Age of the Five, #3)","
        (Age of the Five #3)
",Trudi Canavan,,"Fantasy,Fantasy,High Fantasy,Fiction,Fantasy,Magic,Young Adult,Fantasy,Epic Fantasy,Romance,Science Fiction Fantasy,Mythology,Gods",Feb-07,"HarperCollins Publishers Inc.

            ,",,,272,"12,653",4.09
7131,The Secret Under My Skin,"
        (Secret Under My Skin #1)
",Janet McNaughton,,"Young Adult,Science Fiction,Science Fiction,Dystopia,Fiction,Apocalyptic,Post Apocalyptic,Young Adult,Teen,Fantasy,Futuristic,Cultural,Canada",October 31st 2006,"HarperTeen

            ,",,,77,"1,170",3.69
7132,Drinking Closer to Home,,Jessica Anya Blau,,"Fiction,Contemporary,Novels,Adult Fiction,Family,Young Adult,Humor,Comedy",January 18th 2011,"Harper Perennial

            ,",,,217,"2,006",3.5
7133,"The Better Part of Darkness (Charlie Madigan, #1)","
        (Charlie Madigan #1)
",Kelly Gay,,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Fantasy,Magic,Paranormal,Demons,Romance,Fiction,Mystery,Adult",November 24th 2009,"Pocket Books

            ,",,,443,"5,693",3.73
7134,"A Wild Light (Hunter Kiss, #3)","
        (Hunter Kiss #3)
",Marjorie M. Liu,,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Paranormal,Demons,Fiction,Fantasy,Magic,Romance,Romance,Paranormal Romance,Adult",July 27th 2010,"Ace

            ,",,,106,"1,843",4.09
7135,Hannibal's Children,"
        (Hannibal's Children #1)
",John Maddox Roberts,,"Science Fiction,Alternate History,Historical,Historical Fiction,Fiction,War",March 25th 2003,"Berkley Publishing Group

            ,",,,19,251,3.71
7136,"Dying Bites (The Bloodhound Files, #1)","
        (The Bloodhound Files #1)
",D.D. Barant,,"Fantasy,Urban Fantasy,Fantasy,Paranormal,Paranormal,Vampires,Fantasy,Shapeshifters,Werewolves,Fantasy,Magic,Mystery,Paranormal,Shapeshifters,Fiction",June 30th 2009,St. Martin's Paperbacks,,,457,"6,674",3.67
7137,"Unconquerable Sun (The Sun Chronicles, #1)","
        (The Sun Chronicles #1)
",Kate Elliott,,"Science Fiction,Fiction,Space,Space Opera,Fantasy,LGBT,Queer,Retellings,LGBT,Adult,Science Fiction Fantasy",Dec-20,"Tor Books

            ,",,,365,"1,632",3.93
7138,"Alice in Deadland (Alice in Deadland, #1)","
        (Alice in Deadland #1)
",Mainak Dhar,,"Horror,Zombies,Fantasy,Horror,Science Fiction,Dystopia,Fiction,Science Fiction,Young Adult,Apocalyptic,Post Apocalyptic,Fantasy,Paranormal",November 19th 2011,"Mainak Dhar

            ,",,,419,"4,096",3.31
7139,Something like Normal,,Trish Doller,,"Young Adult,Romance,New Adult,Contemporary,War,Military Fiction,Realistic Fiction,Romance,Contemporary Romance,Fiction,War",June 19th 2012,Bloomsbury USA Childrens,,,"1,631","16,510",3.81
7140,Big Brother,,Lionel Shriver,,"Fiction,Contemporary,Literary Fiction,Family,Audiobook,Novels,Book Club,Food and Drink,Food,Literature,American",June 4th 2013,Harper Collins,,,"2,047","13,183",3.45
7141,The Quickie,,"James Patterson,Michael Ledwidge",,"Mystery,Fiction,Thriller,Suspense,Mystery,Crime,Thriller,Mystery Thriller,Mystery,Murder Mystery,Audiobook,Adult",July 2nd 2007,"Little, Brown and Company",,,"2,543","38,156",3.84
7142,Explorers on Black Ice Bridge (The Explorers' Club #3),"
        (The Explorers' Club #3)
","Alex Bell,Tomislav Tomić",,"Childrens,Middle Grade,Fantasy,Adventure,Fiction,Audiobook,Childrens",November 5th 2019,Faber & Faber,,,47,370,4.46
7143,Night Draws Near: Iraq's People in the Shadow of America's War,,Anthony Shadid,,"Nonfiction,History,War,Politics,Writing,Journalism,Religion,Audiobook,Military,Military History,War,Military Fiction",November 7th 2006,"Picador

            ,",,,76,863,4.16
